,Unnamed: 0,price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
4141,6547,19795,2008.0,ram 2500,good,6.0,diesel,206300.0,automatic,pickup,other,1.0,2019-02-10,81
4142,6548,4800,2007.0,honda odyssey,good,6.0,gas,152400.0,automatic,mini-van,brown,0.0,2018-09-25,0
4143,6549,4999,2008.0,dodge grand caravan,excellent,6.0,gas,115000.0,automatic,mini-van,white,0.0,2019-02-28,71
4144,6550,19995,2016.0,gmc sierra 1500,good,8.0,gas,123000.0,automatic,pickup,other,1.0,2018-08-06,68
4145,6552,17995,2015.0,ford f-150,good,6.0,gas,95800.0,automatic,pickup,black,1.0,2018-07-07,27
4146,6554,18495,2010.0,chevrolet silverado 1500,excellent,8.0,gas,75000.0,automatic,pickup,black,1.0,2018-12-24,43
4147,6555,12995,2010.0,chevrolet silverado 1500,good,8.0,gas,151000.0,automatic,pickup,white,1.0,2018-09-20,100
4148,6560,14999,2012.0,chevrolet tahoe,like new,8.0,gas,110495.0,automatic,SUV,other,1.0,2019-03-04,31
4149,6561,5000,1992.0,jeep wrangler,excellent,6.0,gas,117600.0,manual,SUV,white,1.0,2018-12-02,10
4150,6562,20999,2011.0,ram 1500,excellent,8.0,gas,64087.0,automatic,truck,green,1.0,2019-03-21,11
4151,6563,10999,2011.0,jeep liberty,excellent,6.0,gas,89063.0,automatic,SUV,silver,1.0,2018-10-17,20
4152,6564,17999,2014.0,ford explorer,excellent,6.0,gas,76920.0,automatic,SUV,silver,1.0,2018-09-07,31
4153,6565,24995,2014.0,gmc sierra 1500,excellent,8.0,gas,90207.0,automatic,truck,red,1.0,2018-10-27,59
4154,6566,18000,2015.0,ram 1500,excellent,8.0,gas,116062.0,automatic,truck,other,1.0,2019-04-17,22
4155,6567,9500,2007.0,ford f150,like new,6.0,gas,49000.0,automatic,pickup,white,0.0,2018-09-29,58
4156,6573,4995,2006.0,chevrolet silverado 1500,good,6.0,gas,116920.0,automatic,other,brown,0.0,2019-01-28,35
4157,6580,8799,2017.0,nissan versa,like new,4.0,gas,77128.0,automatic,sedan,white,0.0,2018-09-04,19
4158,6584,8995,2007.0,gmc sierra 1500,excellent,8.0,gas,113028.0,automatic,pickup,silver,0.0,2018-10-24,78
4159,6585,3995,2004.0,ford focus,excellent,4.0,gas,92103.0,automatic,sedan,brown,0.0,2018-11-05,97
4160,6587,14995,2010.0,ford ranger,like new,6.0,gas,76487.0,automatic,pickup,black,1.0,2018-08-21,32
4161,6588,35995,2016.0,ford f-150,like new,8.0,gas,29069.0,automatic,pickup,blue,1.0,2018-11-23,14
4162,6593,5000,2010.0,toyota corolla,good,4.0,gas,131500.0,automatic,sedan,grey,0.0,2018-09-20,11
4163,6600,16000,2013.0,gmc acadia,excellent,6.0,gas,105000.0,automatic,SUV,other,1.0,2018-12-17,92
4164,6601,7995,2004.0,chevrolet colorado,like new,5.0,gas,154494.0,automatic,pickup,red,1.0,2018-06-09,37
4165,6602,31800,2016.0,ford f150 supercrew cab xlt,good,6.0,gas,31466.0,other,pickup,other,1.0,2019-01-23,24
4166,6605,13995,2009.0,chevrolet colorado,like new,5.0,gas,112720.0,automatic,pickup,black,1.0,2019-03-19,52
4167,6607,12995,2012.0,ford escape,excellent,6.0,gas,80519.0,automatic,SUV,white,1.0,2018-05-17,58
4168,6608,5250,2010.0,chevrolet malibu,excellent,4.0,gas,146969.0,automatic,sedan,other,0.0,2019-01-11,38
4169,6609,13995,2010.0,ram 1500,excellent,8.0,gas,91854.0,automatic,truck,silver,1.0,2018-05-19,59
4170,6610,36995,2016.0,ford f-150,like new,6.0,gas,43969.0,automatic,truck,white,1.0,2018-06-28,23
4171,6614,19000,2015.0,ford explorer,excellent,6.0,gas,83228.0,automatic,SUV,black,1.0,2019-01-09,27
4172,6615,19991,2013.0,toyota 4runner,excellent,6.0,gas,96287.0,automatic,SUV,white,0.0,2018-11-30,109
4173,6616,17500,2012.0,gmc yukon,excellent,8.0,gas,124995.0,automatic,SUV,black,1.0,2018-07-22,74
4174,6617,10850,2014.0,toyota corolla,excellent,4.0,gas,26350.0,automatic,sedan,black,0.0,2018-10-02,12
4175,6618,11000,2013.0,volkswagen passat,excellent,4.0,diesel,64926.0,automatic,sedan,white,0.0,2018-06-24,41
4176,6619,26500,2016.0,ford f-150,excellent,6.0,gas,31838.0,automatic,truck,blue,1.0,2018-12-28,18
4177,6626,5500,2016.0,ford fusion,excellent,4.0,gas,183763.0,automatic,sedan,silver,0.0,2018-09-12,26
4178,6629,18000,2012.0,chevrolet silverado 1500,excellent,8.0,gas,74073.0,automatic,truck,other,1.0,2018-12-31,46
4179,6633,23797,2017.0,jeep grand cherokee,like new,6.0,gas,31507.0,automatic,SUV,black,1.0,2018-09-26,38
4180,6634,9500,2001.0,chevrolet corvette,good,8.0,gas,125000.0,automatic,coupe,other,0.0,2019-04-19,51
4181,6635,4000,2012.0,chevrolet malibu,excellent,4.0,gas,260000.0,automatic,sedan,other,0.0,2019-01-07,38
4182,6636,24100,2013.0,chevrolet silverado 1500 crew,good,8.0,gas,55315.0,other,pickup,white,1.0,2018-12-13,43
4183,6637,21400,2013.0,ford f150 supercrew cab xlt,good,6.0,gas,89987.0,other,pickup,black,1.0,2019-03-04,66
4184,6638,13799,2010.0,gmc sierra 1500,excellent,8.0,gas,145517.0,automatic,truck,white,1.0,2019-01-21,16
4185,6642,4000,2005.0,ford f-250 super duty,fair,8.0,gas,172500.0,automatic,pickup,green,1.0,2019-01-19,48
4186,6643,15000,2010.0,toyota tacoma,excellent,6.0,gas,158000.0,automatic,pickup,grey,1.0,2018-09-12,17
4187,6644,16799,2014.0,chevrolet silverado 1500,excellent,8.0,gas,186732.0,automatic,truck,red,1.0,2019-04-04,20
4188,6645,25999,2008.0,chevrolet silverado 2500hd,excellent,8.0,diesel,152732.0,automatic,truck,black,1.0,2018-05-07,14
4189,6647,5500,2007.0,honda odyssey,good,6.0,gas,111347.0,automatic,mini-van,blue,0.0,2018-11-03,13
4190,6651,5988,2000.0,toyota tundra,good,6.0,gas,170925.0,automatic,truck,silver,0.0,2018-07-01,11
4191,6653,4200,2009.0,honda accord,good,6.0,gas,115256.0,automatic,sedan,grey,0.0,2018-10-20,21
4192,6657,3900,2012.0,chevrolet cruze,excellent,4.0,gas,152257.0,manual,sedan,black,0.0,2018-10-07,5
4193,6658,3000,2008.0,ford f150,good,6.0,gas,146586.0,automatic,pickup,white,0.0,2018-06-18,29
4194,6659,4999,2015.0,nissan altima,excellent,4.0,gas,75267.0,automatic,sedan,custom,0.0,2018-05-03,16
4195,6661,7500,2012.0,toyota camry,like new,4.0,gas,87034.0,automatic,sedan,other,0.0,2018-12-18,14
4196,6663,7999,2014.0,nissan altima,excellent,4.0,gas,75267.0,automatic,sedan,other,0.0,2018-12-24,30
4197,6664,22999,2014.0,ford mustang,good,8.0,gas,54828.0,manual,other,other,0.0,2018-08-11,122
4198,6665,5500,2008.0,honda pilot,good,6.0,gas,160000.0,automatic,SUV,red,1.0,2019-01-22,94
4199,6667,8995,2006.0,chevrolet silverado 1500,excellent,8.0,gas,151312.0,automatic,truck,green,1.0,2019-03-15,45
4200,6668,18500,2012.0,chevrolet silverado 1500,excellent,8.0,gas,137000.0,automatic,pickup,other,1.0,2018-12-01,6
4201,6671,5000,2006.0,ram 2500,good,8.0,gas,190000.0,automatic,pickup,black,1.0,2018-06-25,27
4202,6672,8495,2012.0,honda civic lx,good,4.0,gas,93000.0,automatic,coupe,white,0.0,2019-02-10,51
4203,6673,6500,2011.0,nissan maxima,good,6.0,gas,149395.0,automatic,sedan,other,0.0,2019-01-12,58
4204,6674,19799,2012.0,chevrolet silverado,excellent,8.0,gas,72098.0,automatic,truck,blue,1.0,2018-06-25,29
4205,6675,5000,2008.0,honda accord,fair,6.0,gas,148000.0,manual,sedan,silver,0.0,2018-09-01,43
4206,6676,4450,2010.0,chevrolet malibu,good,6.0,gas,129124.0,automatic,sedan,blue,0.0,2018-09-09,20
4207,6678,10000,2006.0,ford f-150,excellent,8.0,gas,134000.0,automatic,truck,red,1.0,2019-02-05,53
4208,6684,13350,2015.0,jeep grand cherokee,like new,6.0,gas,47107.0,automatic,SUV,black,0.0,2019-01-07,62
4209,6685,24000,2017.0,honda odyssey,good,6.0,gas,53432.0,automatic,mini-van,white,0.0,2018-05-08,52
4210,6688,18200,2007.0,jeep wrangler unlimited,excellent,6.0,gas,79000.0,manual,SUV,other,1.0,2019-03-18,43
4211,6689,15995,2015.0,ford explorer,good,6.0,gas,21222.0,automatic,other,white,1.0,2018-05-15,6
4212,6691,6500,2004.0,jeep wrangler,good,6.0,gas,95000.0,manual,SUV,black,1.0,2019-02-18,23
4213,6695,10495,2008.0,jeep wrangler unlimited,like new,6.0,gas,181250.0,automatic,SUV,red,1.0,2018-08-13,29
4214,6696,7900,2012.0,honda pilot,good,6.0,gas,173667.0,automatic,SUV,silver,0.0,2018-09-20,119
4215,6697,9500,2004.0,toyota tacoma,good,6.0,gas,200000.0,automatic,truck,silver,1.0,2019-01-29,57
4216,6698,6800,2008.0,subaru outback,excellent,6.0,gas,98000.0,automatic,wagon,brown,1.0,2018-07-04,99
4217,6699,3000,2000.0,ford f250 super duty,good,8.0,diesel,434762.0,automatic,truck,brown,0.0,2019-01-10,67
4218,6700,7249,2012.0,hyundai sonata,fair,4.0,gas,120673.0,automatic,coupe,grey,0.0,2018-05-08,31
4219,6702,15999,2007.0,ram 1500,excellent,8.0,gas,74055.0,automatic,truck,blue,1.0,2018-10-05,101
4220,6703,2900,2008.0,chevrolet malibu,good,6.0,gas,105000.0,automatic,sedan,brown,0.0,2019-01-30,64
4221,6706,8000,2007.0,gmc sierra,good,8.0,gas,186000.0,automatic,truck,other,0.0,2018-05-28,37
4222,6707,21999,2013.0,ford mustang,good,8.0,gas,42929.0,manual,other,other,0.0,2018-09-28,30
4223,6708,10950,2005.0,ford f-250 super duty,good,8.0,diesel,247355.0,automatic,truck,custom,1.0,2018-05-28,11
4224,6709,15500,2014.0,ram 1500,good,8.0,gas,68969.0,automatic,pickup,black,1.0,2018-06-21,31
4225,6710,4499,2007.0,nissan altima,excellent,4.0,gas,130000.0,automatic,sedan,silver,0.0,2019-03-28,74
4226,6711,7900,2011.0,jeep liberty,like new,6.0,gas,89000.0,automatic,SUV,grey,1.0,2019-02-08,29
4227,6712,12999,2017.0,nissan altima,like new,4.0,gas,52480.0,automatic,sedan,other,0.0,2019-01-22,39
4228,6713,4995,2008.0,volkswagen jetta,excellent,5.0,gas,97000.0,automatic,sedan,silver,0.0,2019-01-05,25
4229,6714,7900,2009.0,toyota camry,excellent,4.0,gas,64000.0,automatic,sedan,white,0.0,2018-06-26,22
4230,6716,16000,2010.0,ford f-150,excellent,8.0,gas,80000.0,automatic,pickup,blue,1.0,2018-12-19,13
4231,6719,3500,1998.0,ram 2500,fair,8.0,gas,118000.0,automatic,truck,green,1.0,2019-02-17,98
4232,6721,4000,2001.0,chevrolet camaro,good,6.0,gas,119000.0,automatic,convertible,red,0.0,2019-04-18,47
4233,6723,12000,2014.0,honda civic lx,like new,4.0,gas,32000.0,automatic,sedan,brown,0.0,2019-02-03,13
4234,6726,3900,2003.0,dodge dakota,excellent,6.0,gas,70000.0,automatic,pickup,blue,0.0,2018-12-13,5
4235,6727,13499,2014.0,jeep grand cherokee,excellent,6.0,gas,126637.0,automatic,SUV,black,1.0,2018-11-22,34
4236,6729,9000,2003.0,ram 1500,excellent,8.0,gas,104000.0,automatic,truck,grey,1.0,2018-08-13,11
4237,6730,2699,2001.0,hyundai santa fe,like new,6.0,gas,146000.0,automatic,SUV,red,0.0,2019-03-27,22
4238,6732,8200,2008.0,ford f250,good,8.0,gas,121000.0,automatic,pickup,black,1.0,2018-12-04,38
4239,6733,9000,2009.0,cadillac escalade,excellent,8.0,gas,173000.0,automatic,SUV,white,1.0,2018-10-07,46
4240,6736,3500,2008.0,honda civic lx,excellent,4.0,gas,143000.0,automatic,sedan,black,0.0,2018-05-30,25
4241,6740,3500,2002.0,ford f-150,excellent,8.0,gas,104000.0,automatic,pickup,other,1.0,2018-05-30,35
4242,6741,4899,2007.0,toyota camry,excellent,6.0,gas,156307.0,automatic,sedan,green,0.0,2019-01-11,37
4243,6744,8500,2005.0,chevrolet silverado,excellent,8.0,gas,145000.0,automatic,pickup,white,1.0,2019-03-19,4
4244,6745,8995,2011.0,ford ranger,excellent,6.0,gas,129671.0,automatic,pickup,white,1.0,2019-03-27,164
4245,6748,4800,2007.0,honda odyssey,good,6.0,gas,152400.0,automatic,mini-van,other,0.0,2018-06-28,9
4246,6749,4950,2006.0,honda cr-v,good,4.0,gas,114350.0,automatic,other,black,0.0,2018-06-07,19
4247,6753,13000,2015.0,jeep grand cherokee,excellent,6.0,gas,130000.0,automatic,SUV,black,1.0,2018-12-07,23
4248,6754,6500,2008.0,jeep wrangler,excellent,6.0,gas,150100.0,manual,SUV,red,1.0,2019-01-04,31
4249,6756,7300,2008.0,ford ranger,excellent,6.0,gas,92000.0,automatic,pickup,black,1.0,2018-11-14,8
4250,6758,2995,2005.0,hyundai elantra,good,4.0,gas,85411.0,automatic,hatchback,other,0.0,2018-09-16,56
4251,6759,8895,2014.0,hyundai elantra,excellent,4.0,gas,83480.0,automatic,hatchback,white,0.0,2019-01-17,24
4252,6760,20200,2018.0,nissan frontier crew cab sv,good,6.0,gas,49596.0,other,pickup,other,1.0,2019-02-24,12
4253,6761,5000,2007.0,gmc sierra 1500,good,8.0,gas,117000.0,automatic,pickup,grey,0.0,2019-02-17,83
4254,6763,4800,2007.0,honda civic,excellent,4.0,gas,140000.0,automatic,sedan,black,0.0,2018-06-02,13
4255,6765,3800,2006.0,subaru impreza,excellent,4.0,gas,116000.0,automatic,wagon,silver,1.0,2019-04-15,11
4256,6766,8450,2014.0,ford focus,excellent,4.0,gas,40522.0,automatic,sedan,other,0.0,2018-05-12,9
4257,6767,6000,2014.0,nissan sentra,like new,4.0,gas,89000.0,automatic,sedan,red,0.0,2018-11-01,5
4258,6768,10995,2008.0,gmc sierra 1500,like new,8.0,gas,111000.0,automatic,truck,red,1.0,2018-12-04,13
4259,6769,6200,2014.0,ford taurus,excellent,6.0,gas,128000.0,automatic,sedan,silver,0.0,2019-01-18,18
4260,6770,8995,2009.0,gmc yukon,like new,8.0,gas,129000.0,automatic,SUV,other,1.0,2018-12-16,11
4261,6771,6995,2008.0,gmc sierra 1500,like new,8.0,gas,151000.0,automatic,truck,grey,1.0,2018-11-21,51
4262,6772,7995,2009.0,chevrolet silverado 1500,like new,8.0,gas,172000.0,automatic,truck,silver,1.0,2018-08-04,46
4263,6775,5995,2007.0,chevrolet silverado 1500,good,6.0,gas,227000.0,automatic,truck,other,1.0,2018-11-09,48
4264,6776,6995,2013.0,dodge charger,good,8.0,gas,179000.0,automatic,sedan,other,0.0,2018-11-19,24
4265,6778,4495,2008.0,ford taurus,good,6.0,gas,107501.0,automatic,sedan,black,0.0,2018-05-30,71
4266,6779,5495,2008.0,ford taurus,good,6.0,gas,69000.0,automatic,sedan,silver,0.0,2019-03-12,56
4267,6780,4995,2007.0,ford explorer,good,8.0,gas,225000.0,automatic,bus,white,0.0,2018-11-02,7
4268,6781,5995,2008.0,acura tl,good,6.0,gas,94000.0,automatic,sedan,black,0.0,2018-07-28,82
4269,6783,15995,2015.0,ford explorer,good,6.0,gas,21222.0,automatic,other,other,1.0,2018-10-10,42
4270,6784,7985,2008.0,jeep grand cherokee,excellent,6.0,gas,96283.0,automatic,SUV,silver,1.0,2019-02-01,27
4271,6785,21995,2017.0,toyota rav4,excellent,4.0,gas,44500.0,automatic,SUV,silver,1.0,2018-07-11,90
4272,6786,7500,1998.0,jeep wrangler,good,6.0,gas,137500.0,manual,offroad,green,1.0,2019-03-23,1
4273,6789,10799,2013.0,nissan rogue,excellent,4.0,gas,65488.0,automatic,SUV,other,1.0,2018-06-23,12
4274,6792,8800,2006.0,chrysler 300,excellent,8.0,gas,150000.0,automatic,sedan,silver,0.0,2018-09-15,38
4275,6793,5995,2007.0,toyota camry,good,4.0,gas,175876.0,automatic,sedan,grey,0.0,2019-01-30,72
4276,6794,4995,2005.0,subaru impreza,excellent,4.0,gas,143412.0,automatic,sedan,blue,1.0,2019-03-24,107
4277,6795,4700,2008.0,honda accord,new,4.0,gas,147000.0,automatic,sedan,grey,0.0,2019-03-22,42
4278,6796,3700,2010.0,nissan versa,excellent,4.0,gas,88000.0,automatic,sedan,silver,0.0,2018-09-16,25
4279,6797,16500,2012.0,dodge charger,like new,8.0,gas,78000.0,automatic,sedan,other,1.0,2019-04-17,19
4280,6798,19999,2012.0,ram 2500,excellent,6.0,diesel,154227.0,automatic,truck,other,0.0,2019-01-09,25
4281,6799,24100,2013.0,chevrolet silverado 1500 crew,good,8.0,gas,55315.0,other,pickup,white,1.0,2018-11-14,16
4282,6801,12500,2015.0,ford f-150,excellent,6.0,gas,179658.0,automatic,pickup,white,0.0,2018-06-28,57
4283,6802,8500,2002.0,gmc sierra,good,8.0,gas,123067.0,automatic,truck,other,0.0,2018-12-25,100
4284,6803,14500,2009.0,ford f350,excellent,8.0,diesel,226996.0,automatic,truck,white,0.0,2018-09-10,9
4285,6809,5500,2003.0,ram 2500,fair,8.0,gas,207000.0,automatic,truck,black,1.0,2018-12-04,120
4286,6811,5995,2013.0,nissan altima,good,4.0,gas,110547.0,automatic,other,black,0.0,2018-10-02,33
4287,6812,24495,2017.0,subaru forester,excellent,4.0,gas,35213.0,automatic,SUV,grey,1.0,2018-10-07,22
4288,6817,15995,2016.0,ford edge,excellent,4.0,gas,106739.0,automatic,SUV,other,1.0,2018-08-23,15
4289,6820,3495,2005.0,jeep grand cherokee,good,8.0,gas,208712.0,automatic,SUV,red,1.0,2018-09-12,3
4290,6821,6995,1998.0,jeep wrangler,excellent,6.0,gas,158378.0,manual,SUV,red,1.0,2018-10-02,12
4291,6823,4900,2008.0,chevrolet malibu,excellent,4.0,gas,137000.0,automatic,sedan,other,0.0,2018-09-27,36
4292,6825,26000,2016.0,chevrolet silverado,excellent,8.0,gas,43000.0,automatic,truck,grey,1.0,2018-08-14,48
4293,6827,27500,2017.0,ram 1500,good,8.0,gas,30394.0,automatic,truck,red,1.0,2018-07-13,79
4294,6828,10500,2012.0,toyota camry,good,4.0,gas,90999.0,automatic,sedan,black,0.0,2019-01-26,6
4295,6829,17995,2014.0,jeep grand cherokee,good,6.0,gas,89852.0,automatic,SUV,black,1.0,2018-05-14,14
4296,6830,26995,2016.0,ram 1500,good,8.0,gas,83125.0,automatic,truck,black,1.0,2018-12-24,14
4297,6831,21075,2015.0,chevrolet colorado,good,6.0,gas,105616.0,automatic,truck,grey,1.0,2018-05-11,57
4298,6832,16995,2015.0,jeep cherokee,good,4.0,gas,65739.0,automatic,SUV,black,1.0,2018-08-08,22
4299,6833,11995,2014.0,dodge grand caravan,good,6.0,gas,76392.0,automatic,van,red,0.0,2018-07-30,42
4300,6834,28760,2017.0,chevrolet silverado 1500,good,8.0,gas,51086.0,automatic,truck,black,1.0,2018-10-26,23
4301,6835,18995,2010.0,toyota tundra,good,8.0,gas,126578.0,automatic,truck,silver,1.0,2018-11-17,37
4302,6836,9995,2011.0,chevrolet camaro,good,6.0,gas,123618.0,automatic,convertible,red,0.0,2018-11-01,68
4303,6839,15500,2017.0,chevrolet equinox,good,4.0,gas,70759.0,automatic,SUV,blue,1.0,2019-04-18,27
4304,6840,17200,2007.0,ram 3500,excellent,6.0,diesel,221360.0,automatic,truck,red,0.0,2018-12-04,58
4305,6844,6500,2010.0,ford escape,excellent,6.0,gas,124000.0,automatic,SUV,grey,1.0,2018-06-17,22
4306,6845,6995,2011.0,chrysler 200,good,4.0,gas,86035.0,automatic,convertible,silver,0.0,2018-07-05,5
4307,6846,3850,2005.0,jeep grand cherokee,good,8.0,gas,180000.0,automatic,SUV,green,1.0,2019-04-01,48
4308,6847,8000,2011.0,kia sorento,excellent,4.0,gas,122849.0,automatic,SUV,black,0.0,2018-12-06,1
4309,6848,21250,2013.0,ram 1500,excellent,8.0,gas,63000.0,automatic,pickup,grey,1.0,2018-07-21,31
4310,6850,10500,2013.0,volkswagen passat,excellent,4.0,diesel,63458.0,automatic,sedan,blue,0.0,2018-07-30,44
4311,6861,25950,2010.0,ford f350,excellent,8.0,diesel,103552.0,automatic,truck,white,1.0,2018-08-21,42
4312,6862,35000,2018.0,chevrolet silverado,excellent,8.0,gas,28200.0,automatic,truck,white,1.0,2019-02-07,35
4313,6863,5750,2006.0,nissan frontier,good,6.0,gas,162793.0,automatic,truck,black,0.0,2019-03-23,27
4314,6864,3250,2004.0,honda accord,like new,6.0,gas,170000.0,automatic,sedan,silver,0.0,2018-10-15,12
4315,6865,3800,2006.0,jeep grand cherokee,fair,6.0,gas,151900.0,automatic,SUV,other,1.0,2018-08-20,8
4316,6866,4800,2010.0,chevrolet malibu,good,4.0,gas,107000.0,automatic,sedan,silver,0.0,2019-02-26,56
4317,6867,18400,2013.0,toyota tundra,good,8.0,gas,75300.0,automatic,pickup,black,0.0,2018-12-26,83
4318,6868,16395,2017.0,ford escape,excellent,4.0,gas,44227.0,automatic,SUV,blue,1.0,2019-02-09,55
4319,6870,2700,2005.0,ram 1500,salvage,8.0,gas,221184.0,automatic,pickup,black,1.0,2018-05-15,34
4320,6871,12995,2007.0,chevrolet tahoe,good,8.0,gas,145129.0,automatic,SUV,silver,0.0,2019-01-12,30
4321,6872,6450,2002.0,ford mustang,good,8.0,gas,133544.0,manual,convertible,black,0.0,2018-10-14,4
4322,6876,16444,2017.0,nissan rogue,excellent,4.0,gas,48161.0,automatic,SUV,green,1.0,2018-10-26,38
4323,6877,4200,2006.0,ford fusion,like new,4.0,gas,70000.0,automatic,sedan,other,0.0,2018-07-09,43
4324,6878,26990,2015.0,chevrolet suburban,excellent,8.0,gas,115257.0,automatic,SUV,custom,1.0,2018-08-03,53
4325,6880,6995,2016.0,ford focus,excellent,4.0,gas,86819.0,automatic,sedan,silver,0.0,2018-06-12,38
4326,6881,3800,2012.0,nissan versa,good,4.0,gas,131400.0,automatic,sedan,other,0.0,2018-06-17,8
4327,6882,11500,1999.0,jeep wrangler,good,4.0,gas,123000.0,manual,convertible,green,1.0,2018-12-20,109
4328,6887,15250,2005.0,ford f350,excellent,8.0,diesel,147200.0,automatic,truck,red,1.0,2019-01-20,85
4329,6888,3850,1999.0,toyota 4runner,good,6.0,gas,200782.0,automatic,SUV,black,0.0,2019-01-02,61
4330,6889,12900,2010.0,ford f-150,excellent,8.0,gas,194411.0,automatic,truck,red,1.0,2018-07-15,42
4331,6890,23995,2016.0,chevrolet silverado 1500,excellent,8.0,gas,93068.0,automatic,truck,black,1.0,2018-06-07,23
4332,6894,8450,2014.0,ford focus,excellent,4.0,gas,40522.0,automatic,sedan,white,0.0,2018-08-20,11
4333,6895,3900,2007.0,jeep liberty,like new,6.0,gas,144707.0,automatic,SUV,white,1.0,2018-11-23,42
4334,6896,6800,2010.0,nissan murano,good,6.0,gas,159000.0,automatic,SUV,white,0.0,2018-06-14,6
4335,6897,4500,1998.0,ford f-250,good,6.0,gas,126760.0,automatic,truck,custom,0.0,2018-06-16,47
4336,6899,27800,2016.0,chevrolet silverado 1500,excellent,8.0,gas,23680.0,automatic,truck,black,1.0,2018-11-15,47
4337,6900,31900,2015.0,gmc sierra 1500,excellent,8.0,gas,58500.0,automatic,truck,black,1.0,2019-03-23,13
4338,6903,4995,2004.0,toyota tundra,fair,8.0,gas,264280.0,automatic,pickup,silver,1.0,2018-07-04,69
4339,6904,6200,2001.0,chevrolet silverado,good,8.0,diesel,365411.0,automatic,truck,black,1.0,2019-04-18,17
4340,6905,22975,2012.0,ram 2500,excellent,6.0,diesel,119546.0,automatic,pickup,white,1.0,2018-11-08,76
4341,6906,11800,2012.0,ford f-250,good,8.0,gas,146800.0,automatic,pickup,other,1.0,2019-04-08,16
4342,6907,16995,2013.0,toyota highlander,excellent,6.0,gas,100806.0,automatic,SUV,black,1.0,2018-12-29,60
4343,6909,5250,1995.0,jeep wrangler,good,4.0,gas,178679.0,manual,offroad,other,1.0,2018-05-26,62
4344,6911,5995,2013.0,kia soul,excellent,4.0,gas,119000.0,automatic,wagon,other,0.0,2018-12-19,92
4345,6912,4900,2006.0,chevrolet trailblazer,good,6.0,gas,149000.0,automatic,SUV,blue,1.0,2019-02-19,27
4346,6913,11495,2014.0,ford fusion se,excellent,4.0,gas,57647.0,automatic,sedan,silver,0.0,2018-05-09,31
4347,6914,7400,2008.0,chevrolet silverado 2500hd,excellent,8.0,diesel,328753.0,automatic,truck,other,0.0,2018-08-04,37
4348,6915,17700,2006.0,ram 2500,excellent,6.0,diesel,144110.0,automatic,truck,red,1.0,2018-10-16,21
4349,6916,24700,2017.0,chevrolet traverse,excellent,6.0,gas,27792.0,automatic,SUV,silver,0.0,2019-03-05,6
4350,6922,12490,2014.0,chevrolet equinox,excellent,4.0,gas,60297.0,automatic,SUV,silver,0.0,2018-08-15,40
4351,6925,6995,2012.0,dodge grand caravan,good,6.0,gas,134113.0,automatic,van,black,0.0,2019-04-05,16
4352,6926,20000,2014.0,ram 1500,like new,8.0,gas,63000.0,automatic,truck,black,0.0,2018-05-04,8
4353,6927,9500,2004.0,ram 1500,excellent,8.0,gas,152000.0,automatic,truck,other,1.0,2018-09-12,59
4354,6928,25995,2018.0,gmc acadia,excellent,6.0,gas,41322.0,automatic,SUV,silver,0.0,2019-04-11,8
4355,6929,3500,2003.0,ford f-250,good,8.0,diesel,415500.0,automatic,truck,other,1.0,2018-10-14,48
4356,6931,19995,2016.0,chevrolet silverado 1500,like new,8.0,gas,99000.0,automatic,pickup,black,0.0,2018-10-19,73
4357,6933,18000,2012.0,ford f-250 super duty,excellent,8.0,diesel,168000.0,automatic,pickup,white,1.0,2019-02-23,25
4358,6936,6800,2006.0,ford f-250,good,8.0,diesel,291000.0,automatic,truck,other,1.0,2018-09-14,9
4359,6937,25588,2015.0,toyota tacoma,like new,6.0,gas,71000.0,automatic,truck,other,1.0,2018-11-15,40
4360,6940,54959,2018.0,chevrolet silverado 2500hd,like new,8.0,diesel,24500.0,automatic,truck,white,1.0,2019-02-01,39
4361,6941,32984,2015.0,chevrolet tahoe,excellent,8.0,gas,71000.0,automatic,SUV,black,1.0,2019-01-18,47
4362,6944,35988,2016.0,chevrolet silverado 3500hd,like new,8.0,diesel,95000.0,automatic,truck,white,1.0,2018-12-15,53
4363,6945,30487,2015.0,toyota tundra,like new,8.0,gas,52500.0,automatic,truck,silver,1.0,2019-03-26,14
4364,6947,30486,2015.0,toyota tundra,like new,8.0,gas,71000.0,automatic,truck,other,1.0,2019-02-17,67
4365,6951,26588,2014.0,chevrolet silverado,like new,8.0,gas,62464.0,automatic,truck,black,0.0,2018-08-23,39
4366,6952,53988,2018.0,ram 3500,like new,6.0,diesel,23000.0,automatic,truck,other,1.0,2018-08-25,79
4367,6953,3850,2009.0,subaru forester,excellent,4.0,gas,164000.0,automatic,wagon,brown,1.0,2018-09-07,14
4368,6954,27988,2015.0,toyota highlander,like new,6.0,gas,34000.0,automatic,SUV,white,0.0,2018-05-29,33
4369,6956,13588,2016.0,nissan altima,like new,4.0,gas,67000.0,automatic,sedan,black,0.0,2018-06-15,16
4370,6958,23586,2016.0,ford edge,like new,6.0,gas,35000.0,automatic,SUV,white,1.0,2019-02-27,13
4371,6959,19500,2015.0,toyota tacoma,excellent,6.0,gas,78052.0,automatic,truck,silver,0.0,2018-11-28,33
4372,6960,26588,2014.0,chevrolet silverado,like new,8.0,gas,62464.0,automatic,truck,black,0.0,2019-03-19,27
